,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Adopted
209,A714575,Isis,2015-10-31 15:18:00,Transfer,Partner,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black,0
210,A690480,,2014-10-22 17:46:00,Transfer,Partner,Dog,Intact Female,3 weeks,Pointer Mix,Chocolate/White,0
211,A691636,Dali,2014-11-13 16:07:00,Adoption,,Dog,Neutered Male,5 months,Dachshund/Jack Russell Terrier,White/Brown,1
212,A678482,,2014-05-14 19:15:00,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle/Miniature Schnauzer,Black/White,1
213,A687785,Bella,2014-12-30 9:38:00,Adoption,Foster,Dog,Spayed Female,2 years,Whippet Mix,Brown Brindle/White,1
214,A716839,Dino,2015-11-27 14:06:00,Return_to_owner,,Dog,Intact Male,2 years,Australian Shepherd Mix,Brown Merle/White,0
215,A718547,,2016-01-11 14:23:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,1
216,A687989,,2014-09-12 18:38:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,0
217,A694408,Emma,2015-05-28 13:14:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Tiger/White,0
218,A698940,,2015-03-21 9:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
219,A666074,Jackson,2013-10-30 15:14:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,0
220,A675549,Marco,2014-04-08 15:29:00,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,0
221,A682131,,2014-06-24 19:15:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
222,A674737,Byron,2014-05-27 8:21:00,Adoption,Foster,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,1
223,A719876,Oreo,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black,0
224,A676626,Pia,2014-05-30 16:54:00,Adoption,Foster,Dog,Spayed Female,2 months,English Pointer Mix,Brown/White,1
225,A666478,Bleu,2013-11-04 17:51:00,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Yorkshire Terrier,Black/White,1
226,A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed Female,3 years,Cairn Terrier Mix,Buff,1
227,A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black,0
228,A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black,0
229,A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed Female,5 years,Great Dane,Black/White,0
230,A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White,0
231,A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered Male,2 years,Chesa Bay Retr,Brown,0
232,A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered Male,7 years,German Shepherd,Brown/Black,0
233,A684709,,2014-07-28 9:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
234,A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White,1
235,A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,1
236,A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Black,0
237,A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,1
238,A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed Female,6 years,Plott Hound Mix,Brown Brindle,0
239,A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0
240,A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Black,1
241,A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered Male,7 years,Siamese Mix,Flame Point,1
242,A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,1
243,A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered Male,3 years,Chow Chow Mix,Red,1
244,A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,0
245,A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed Female,7 years,English Pointer,Liver/White,1
246,A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby,0
247,A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,0
248,A709067,Earlene,2015-08-05 0:00:00,Return_to_owner,,Dog,Intact Female,5 months,Boxer Mix,Black/White,0
249,A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White,0
250,A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff,0
251,A720190,Little Missy,2016-02-07 0:00:00,Transfer,Partner,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor,0
252,A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown,1
253,A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,0
254,A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown,1
255,A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered Male,2 months,Manx Mix,White/Black,1
256,A713337,,2015-10-06 9:00:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue,0
257,A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White,0
258,A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,1
259,A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White,1
260,A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed Female,10 years,Cocker Spaniel,Buff,0
261,A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
262,A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan,1
263,A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White,1
264,A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black,0
265,A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black,1
266,A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White,0
267,A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray,0
268,A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,0
269,A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White,0
270,A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black,1
271,A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown,1
272,A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,0
273,A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,0
274,A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd,Black/Brown,0
275,A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan,0
276,A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream,1
277,A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,0
278,A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White,1
279,A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,0
280,A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue,0
281,A715761,,2015-11-10 9:00:00,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,0
282,A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White,1
283,A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream,0
284,A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,1
285,A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0
286,A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White,0
287,A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate,0
288,A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered Male,2 years,Shih Tzu,Gray/White,1
289,A714820,Lizzie,2015-11-05 0:00:00,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle,0
290,A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White,1
291,A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,1
292,A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White,0
293,A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White,1
294,A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point,0
295,A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,0
296,A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby,1
297,A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,1
298,A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White,1
299,A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,1
300,A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black,0
301,A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Brown,0
302,A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White,0
303,A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White,0
304,A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White,0
305,A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White,1
306,A716488,,2015-11-23 0:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red,0
307,A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black,1
308,A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black,1
309,A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,1
310,A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,0
311,A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,1
312,A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown,0
313,A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,0
314,A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,1
315,A703630,Sheldon,2015-06-30 7:01:00,Adoption,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Brown,1
316,A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,0
317,A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White,1
318,A664380,,2013-10-03 15:33:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Calico,0
319,A678185,,2014-05-09 19:30:00,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black/Gray,0
320,A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,,Dog,Spayed Female,10 years,Collie Smooth/Chow Chow,Sable,0
321,A693594,,2014-12-12 9:00:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White,0
322,A675563,Socks,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico,0
323,A696819,Captain,2015-02-21 17:30:00,Adoption,,Dog,Neutered Male,6 months,Cocker Spaniel Mix,Sable,1
324,A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor,0
325,A715573,,2015-11-12 12:36:00,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Buff,1
326,A685899,,2014-08-14 17:23:00,Transfer,Partner,Cat,Intact Male,3 months,Siamese Mix,Seal Point,0
327,A669510,Kimchi,2014-01-01 18:45:00,Adoption,,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan,1
328,A697892,Bella,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Black,1
329,A678958,Ares,2014-05-19 18:05:00,Adoption,,Dog,Neutered Male,2 months,Boxer Mix,Tricolor,1
330,A679113,,2014-05-16 18:37:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby,0
331,A671079,,2014-01-25 18:09:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,1
332,A687180,,2014-09-08 11:53:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,1
333,A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,White/Brown Tabby,0
334,A693999,,2014-12-23 14:58:00,Transfer,Partner,Dog,Spayed Female,4 years,Rat Terrier Mix,Black/White,0
335,A691614,Challino,2014-11-12 18:27:00,Adoption,,Dog,Neutered Male,4 months,German Shepherd/Siberian Husky,Red/White,1
336,A683070,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,White,0
337,A703781,Romeo,2015-05-30 15:30:00,Transfer,Partner,Dog,Intact Male,6 years,Dachshund,Blue Merle/White,0
338,A668803,Dumpling,2014-01-11 17:42:00,Adoption,Foster,Dog,Spayed Female,2 months,Border Collie/Labrador Retriever,Black/White,1
339,A675983,,2014-04-03 15:19:00,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue Tabby,0
340,A684825,Carl,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,0
341,A667828,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,0
342,A707611,Belle,2015-07-31 12:56:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,1
343,A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,,Dog,Intact Female,2 years,Pit Bull Mix,Fawn,0
344,A675622,,2014-04-04 15:30:00,Adoption,,Dog,Neutered Male,4 months,Collie Smooth/Labrador Retriever,Tricolor,1
345,A720143,,2016-02-08 19:23:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,0
346,A701793,,2015-07-16 11:09:00,Adoption,Foster,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point/White,1
347,A682824,,2014-07-08 14:48:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,0
348,A711494,Celeste,2015-12-24 10:12:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby/White,1
349,A686319,Jack,2015-06-14 12:01:00,Adoption,,Dog,Neutered Male,5 years,Plott Hound/Rhod Ridgeback,Brown Brindle,1
350,A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White,0
351,A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
352,A689449,Bizzy,2014-11-18 11:32:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,1
353,A715812,,2015-11-15 18:01:00,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan/White,1
354,A681003,,2014-06-17 13:27:00,Transfer,Partner,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,Black/White,0
355,A715346,Molina,2015-11-09 17:02:00,Adoption,,Dog,Spayed Female,10 months,Anatol Shepherd/Great Pyrenees,White,1
356,A683732,,2014-07-25 16:48:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue,0
357,A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black,0
358,A695297,Sparkles,2015-01-19 17:53:00,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby/White,1
359,A695950,Laurel,2015-02-13 14:49:00,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,1
360,A694278,Mya,2015-01-02 16:50:00,Transfer,Partner,Dog,Spayed Female,7 years,Great Dane,Black/White,0
361,A707887,Firefly,2015-07-22 18:37:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
362,A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White,0
363,A686918,Aimee,2014-09-02 14:51:00,Transfer,Partner,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Tricolor,0
364,A693739,Lily,2014-12-19 11:23:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0
365,A711807,Lola,2015-10-23 18:07:00,Adoption,,Dog,Spayed Female,2 years,Chinese Sharpei/Australian Cattle Dog,Red Tick/White,1
366,A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow,0
367,A697921,Pi,2015-03-16 12:10:00,Adoption,,Dog,Spayed Female,1 year,Flat Coat Retriever Mix,Black,1
368,A686691,,2014-08-29 16:56:00,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow,0
369,A678627,Qwayzar,2014-05-25 17:32:00,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico,1
370,A698117,,2015-03-06 9:54:00,Transfer,Partner,Dog,Unknown,6 days,Labrador Retriever Mix,White,0
371,A656110,Clover,2013-11-22 17:54:00,Return_to_owner,,Dog,Spayed Female,9 months,Rat Terrier Mix,Tricolor,0
372,A690723,Friskie,2014-11-23 18:23:00,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White,1
373,A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Akita/Pit Bull,Tan/White,0
374,A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered Male,7 years,American Bulldog Mix,White,0
375,A673784,Severus,2014-03-10 16:24:00,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Blue,0
376,A699927,Lennon,2015-05-26 15:52:00,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby,1
377,A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan,0
378,A697627,Lucy,2015-03-01 16:13:00,Adoption,,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,Chocolate/White,1
379,A685945,Cody,2014-09-20 15:37:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White,1
380,A689951,Nelson,2014-10-15 17:21:00,Adoption,,Cat,Neutered Male,5 months,Siamese Mix,Flame Point,1
381,A699499,,2015-04-01 18:44:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,1
382,A715735,Nico,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan,0
383,A688501,Watson,2014-12-18 13:35:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Black,0
384,A672263,Daisy,2014-02-13 17:05:00,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Tan,0
385,A672744,Oso,2014-04-17 17:09:00,Euthanasia,Aggressive,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan,0
386,A701165,,2015-04-24 17:47:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue,0
387,A702973,,2015-05-19 18:49:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,0
388,A705338,,2015-06-17 12:27:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,0
389,A696609,Lizzy,2015-07-11 13:49:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever,Black,0
390,A714481,Bobby,2015-11-08 19:10:00,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown/White,1
391,A685178,,2014-08-03 17:47:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby,0
392,A689596,,2014-10-10 14:05:00,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan,1
393,A714546,Blaze,2015-10-26 12:43:00,Return_to_owner,,Dog,Intact Male,9 months,Pit Bull/Dogue De Bordeaux,Red/White,0
394,A671352,Roman,2014-01-26 15:19:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Brown,1
395,A705656,Rasberry,2015-06-26 9:42:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0
396,A695943,Tucker,2015-02-08 14:55:00,Adoption,,Dog,Neutered Male,2 years,Bernese Mountain Dog/Rottweiler,Tricolor,1
397,A719517,,2016-01-26 19:01:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
398,A682535,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/Red Tick,0
399,A713263,Houston,2015-10-16 17:24:00,Return_to_owner,,Dog,Intact Male,3 years,English Bulldog,Brown Brindle,0
400,A681679,Captain,2014-12-05 17:10:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,0
